Title,Company,City,State,Description,Skills,Experience,Job URL
Senior Project Manager,FinXL IT Professional Services,Melbourne,VIC,"Manage IT project portfolio, resources, and project risk management
Collaborate with partners, update project artefacts, and maintain documentation
7+ years IT project management experience, Waterfall, Agile, DevOps","Agile, C, DevOps, R",7,https://au.jora.com/job/Project-Manager-15d868a29eebf0a88de0cef58f0e7466
Senior Project Manager,Indue,South Brisbane,QLD,"Manage and deliver diverse programs and projects effectively
Engage stakeholders, ensure transparent communication, and manage expectations
7+ years experience as Senior Project Manager, formal qualifications required","C, R, communication",7,https://au.jora.com/job/Project-Manager-931bdbd3114524630868db61bfee0e6a
Industrial Project Manager,Paxus,Adelaide,SA,"Over 10 years of project management experience required
Experience in mining, natural resources, or electrical industries needed
Project management qualification such as PRINCE2, PMI preferred","C, R",10,https://au.jora.com/job/Project-Manager-979f87423d94162e1a19959227d39c7a
Project Manager,PRA,Brisbane,QLD,"Manage end-to-end software development projects with diverse clientele
Collaborate with technical teams, clients, and stakeholders for success
Experience in agile project management and strong communication skills","Agile, C, R, communication",,https://au.jora.com/job/Project-Manager-92281b9407bf5eb3a5a4652775fb4829
"Senior Project Manager, CRM",Peoplebank,Brisbane,QLD,"Lead strategic IT projects for CRM modernization
Manage cross-functional teams, vendors, and stakeholder engagement
Required: 10+ years IT project management, PMP/PRINCE2 certification","C, R",10,https://au.jora.com/job/Senior-Project-Manager-b5a13d0de8e6b762657ea05cedd25ae9
Project Manager - Cyber Security - Federal Government,Hitech Asia Pacific,Canberra,ACT,"Lead and collaborate on complex IT projects for Federal Government
Manage project scope, budgets, and plans within agreed timeframe
Experience with Prince2 methodology and leading multi-disciplined teams","C, Go, R",,https://au.jora.com/job/Project-Manager-Cyber-0f396ae95c8091b17ff6ae4e0982bfb3
Cyber Project Manager,Randstad,Brisbane,QLD,"Lead planning and governance of Cyber Security projects
Manage procurement activities, vendor engagement, and implementation processes
Utilize Council's EPM systems, track project costs, and manage risks","C, Go, R",,https://au.jora.com/job/Project-Manager-6eeb84dc8cc74f42b78b6d2be4afc4b7
Corporate IT Manager,Akaysha Energy,Cremorne,VIC,"Develop and implement comprehensive IT strategy aligned with objectives
Manage IT budget effectively and oversee IT infrastructure maintenance
Bachelor’s degree in IT, 5+ years experience, project management skills","C, R",5,https://au.jora.com/job/Corporate-IT-Manager-37d0928d47350893e17f5d33232d0ff3
Delivery Leader,Energy Australia,Melbourne,VIC,"Lead technology projects from initiation to completion in various methodologies
Build and mentor high-performing cross-functional delivery teams
Require 10+ years experience in Technology Change in large enterprises","C, R",10,https://au.jora.com/job/Delivery-Leader-08c3d1c6e3b0084840f3918d863147ac
Project Manager,Recruitment Hive,Canberra,ACT,"Lead technical team supporting enterprise CRM platform
Manage staff, facilitate discussions with product owners, report metrics
5+ years leading ICT teams, CRM system support, ITIL certification","C, ITIL, R",5,https://au.jora.com/job/Project-Manager-59c9a2467cb7acf91d51a3d9f7a469a3
ICT Project Managers NV2 and TSPV,Quigly,Australian Capital,Territory,"Plan, manage and implement complex ICT projects for clients
Lead stakeholder groups, manage project finances, and coordinate resources
Formal qualifications in Project Management, procurement, and finance required","C, R",,https://au.jora.com/job/ICT-Project-Managers-1ecbb951beeca852072afe723316cd6e
"Project Manager, Medical APAC",Stryker,Sydney,NSW,"Manage diverse projects, collaborate across teams, drive successful outcomes
Utilize Agile, Waterfall, or hybrid approaches in project management
Bachelor's degree, 3-5 years experience, stakeholder management skills required","Agile, C, R",5,https://au.jora.com/job/Project-Manager-f676f1e34f6efa0df1bf7a5b0cd07ef3
Technical Delivery Manager,Kirra Services,Australia,,Technical Delivery Manager,"C, R",,https://au.jora.com/job/Technical-Delivery-Manager-f917f47eaae8c8841a297b870482b17f
SuccessFactors Project Manager,Sharp and Carter,Melbourne,VIC,"Manage onboarding project with external partner for new system implementation
Utilize SuccessFactors 2.0 expertise for long term project management
Hands-on, strong communication, 12-month fixed term contract.","C, R, communication",,https://au.jora.com/job/Project-Manager-fdf5a772003bfd7c0de3cdf1d39d194d
Project Manager,Optus,Macquarie Park,NSW,"Lead service delivery for Enterprise and Business customers
Manage end-to-end provisioning process for voice, data, and IP services
Collaborate with internal and external partners for order progress","C, R",,https://au.jora.com/job/Project-Manager-ac486c6445b95a6e7e026037655848a3
ICT Project Manager - Network,Hudson,Melbourne,VIC,"Manage network capability project for Air Traffic Management System
Ensure project completion within scope, time, and budget constraints
Minimum 10 years' experience in Infrastructure Project Management required","C, R",10,https://au.jora.com/job/ICT-Project-Manager-0d2a17c9c3e55aac6c4e958ee3fd2ddd
Technical Project Manager,Adairs,Scoresby,VIC,"Manage technology-enabled projects and program-level risks and issues
Lead high-performing project teams through project lifecycle phases
Engage stakeholders, troubleshoot tech issues, ensure alignment","C, R",,https://au.jora.com/job/Technical-Project-Manager-8a9d8093f651baf2864dd3a5d8283195
IT Project Manager -HRIS,Tattarang,Perth,WA,"Lead implementation of Workday HRIS and related solutions
Manage vendor relationships, procurement, and project documentation
Drive change management, user experience, and project leadership","C, R, leadership",,https://au.jora.com/job/IT-Project-Manager-6d88eaa7e9221c8ac9a2a3866ca214cb
Technical Project Manager,Talenza,Brisbane,QLD,"Lead projects in regulated industries with legacy and cloud systems
Manage stakeholders, financials, resources, and compliance with precision
Work on diverse, impactful projects with accelerated professional development","C, R",,https://au.jora.com/job/Technical-Project-Manager-a02b99de88d23f84c046bee42128d800
Project Manager,Splunk,Canberra,ACT,"Manage multiple projects, ensuring customer satisfaction and budget adherence
Lead technical deployments and facilitate requirements workshops with resources
Manage customer relationships, promote and deliver products","C, R",,https://au.jora.com/job/Project-Manager-819f9264f5551b22d1e09ac42192c4b5
Senior IT PM,Kirra Services,Sydney,NSW,"Oversee project operations, governance, and resource allocation
Minimum 10+ years IT project management experience required
Experience in data initiatives and cloud platforms essential","C, Go, R, initiative",10,https://au.jora.com/job/Senior-IT-PM-ee54bffa46b4247c998a9f3c03e24535
Senior PM – AppDev,Kirra Services,Sydney,NSW,"Lead project teams in delivering solutions for Data initiatives
Minimum 10+ years experience in IT Consulting or technology industry
Skills in Agile, project planning, data platforms, and stakeholder management","Agile, C, R, initiative",10,https://au.jora.com/job/Senior-PM-AppDev-596b1134e29600c1b5baf0c395496d95
ICT Project Manager - NSW,PHILLIP RILEY PROJECTS PTY LTD,Sydney,NSW,"Directing ICT project development and information management system design
Developing project scope, goals, deliverables, timeline, and budget
2+ years exp; strong leadership, communication skills needed","C, Go, R, communication, leadership",2,https://au.jora.com/job/ICT-Project-Manager-7d93efd85936a0fa251d69017e7dcc84
Infrastructure Program Manager,Westpac Group,Sydney,NSW,"Manage Mainframe projects and changes in complex IT environment
Over 10 years IT experience with Mainframes, 7+ years infrastructure
Knowledge of Mainframe technologies, attention to detail, communication skills","C, R, attention to detail, communication",10,https://au.jora.com/job/Infrastructure-Program-Manager-873f53845933d35f30c55c5d0bf59966
Project Manager - ICT Capability improvement - Federal Government,HiTech Personnel,Melbourne,VIC,"Lead end-to-end project planning and implementation
Manage resource allocation, negotiations, and decision-making processes
Experience in centralised procurement and stakeholder relationship management","C, Go, R",,https://au.jora.com/job/Project-Manager-ICT-5c6d3d5632e44c220d60afa471d3fc32
Cybersecurity Project Manager,Hays Recruitment,Port Melbourne,VIC,"Lead cybersecurity projects from planning to execution
Manage project budget, resources, and deliverables effectively
5+ years IT project management experience in cybersecurity field","C, R",5,https://au.jora.com/job/Cybersecurity-Project-Manager-f94a7aa60a3305c85260475f3d75f7c0
International Project Manager IT Applications,Chronos Consulting,Melbourne,VIC,"Develop and improve software applications for Shared Services and APAC
Collaborate with APAC management to align business tasks and strategy
15+ years IT experience in manufacturing, leadership, and international exposure","C, R, leadership",15,https://au.jora.com/job/International-Project-Manager-920ca7765328b46db65df2191f758dc2
Senior Project Manager - IT Property Portfolio,Qantas Airways,Sydney,NSW,"Manage large technology projects from planning to implementation
Interact with stakeholders, partners, and technical SMEs effectively
7+ years PM experience, knowledge of infrastructure technologies, PRINCE2","C, R",7,https://au.jora.com/job/Senior-Project-Manager-5c0dde4e6fd59b206e40eede7d495c0b
Group IT Manager,Frontline Recruitment Group,Sydney,NSW,"Lead IT transformation initiative for Australia and New Zealand
Manage IT infrastructure, projects, and vendor relationships effectively
Minimum 3 years IT management experience; strong technical knowledge required","C, R, initiative",3,https://au.jora.com/job/Group-IT-Manager-c63227b8acafbcb144790091f4c3ebd2
Project Manager,Whizdom,Canberra,ACT,"Manage critical IT projects in government environment
Lead project planning, stakeholder management, risk mitigation strategies
Ensure compliance, manage budget, and vendor relationships","C, Go, R",,https://au.jora.com/job/Project-Manager-15d9a798a50265729239837ebe37fb14
Senior Azure Project Manager,Kirra Services,Canberra,ACT,"Manage delivery of Azure infrastructure projects using department's methodology
Engage with stakeholders and vendors to optimize secure cloud solutions
Demonstrated experience in ICT project management and vendor engagement","Azure, C, R",,https://au.jora.com/job/Project-Manager-f4d4b2846827e6b1b873e2207be9b906
ICT Project Manager - WA,PHILLIP RILEY PROJECTS PTY LTD,Perth,WA,"Directing ICT project development and information management system design
Developing project scope, goals, deliverables, timeline, and budget
2+ years exp; strong leadership, communication skills needed","C, Go, R, communication, leadership",2,https://au.jora.com/job/ICT-Project-Manager-9bb5417c7c220d93eabb212b33c9f791
Project Manager,Robert Half,Perth,WA,"Lead infrastructure, ERP, CRM projects ensuring timely delivery
Expertise in UKG/Kronos scheduling/rostering projects highly advantageous
Strong project management skills, Agile methodology knowledge required","Agile, C, R",,https://au.jora.com/job/Project-Manager-5c65654e52f57008f6720186a3dc00c2
Senior Project Manager,Halcyon Knights,Canberra,ACT,"Lead and execute projects, ensuring contractual obligations are met
Manage stakeholder relationships, project team, and project scope effectively
Degree in relevant field, PMP/PMI or Prince2 certification required","C, R",,https://au.jora.com/job/Project-Manager-de6c20484129ba3136f77a86efde25b3
